mssv,dtb_toankhoa,dtb_tichluy,sotc_tichluy
46DCBA42XPvAibaEXe/GgxgRg2iezsmX6Uw5KVVm,7.46,7.46,135
2D3156F6XPvAibaEXe/GgxgRg2iezorMtUhwD8m7,6.89,6.89,115
C9791462XPvAibaEXe/GgxgRg2iezua0xC2iIGCA,7.97,7.97,149
0C79AF2FXPvAibaEXe/GgxgRg2iezlmvwIBf3n1i,8.8,8.8,130
4D74930FXPvAibaEXe+0nHjb2tGOx/Kq6cfDZyjD,8.25,8.25,134
B89D68F9XPvAibaEXe+0nHjb2tGOx1psizHspAX/,7.02,7.02,127
6B04B614XPvAibaEXe+0nHjb2tGOx0w7AiEXq6OS,3.69,8.53,6
D066436BXPvAibaEXe+0nHjb2tGOxwMuMqO7IpTt,8.44,8.44,145
2F608A18XPvAibaEXe+qA4yV5f0Y/s0NPyPpgXVa,4.82,6.07,47
E4C4EF15XPvAibaEXe/GgxgRg2iezhcGUfSZORPJ,7.09,7.18,125
4B100088XPvAibaEXe8rZ8NuCiCoObObitIhhPIs,8.18,8.18,122
ED4FA2F4XPvAibaEXe8rZ8NuCiCoOU5J7hgCCNys,7.7,7.7,131
48AEF7BAXPvAibaEXe8rZ8NuCiCoOZWx/kAcOaY6,7.23,7.35,120
20862F68XPvAibaEXe9mu9ZmuYOdkp+gRYmYZtzh,8.15,8.15,129
BFC2F255XPvAibaEXe9mu9ZmuYOdkn7/EglCYflt,7.71,7.71,127
8FCF85BCXPvAibaEXe9mu9ZmuYOdkk2F9TU40dG4,8.14,8.14,131
246605B7XPvAibaEXe83RuGSO94Cq7o100ExIucz,8.26,8.26,118
5C86D4E1XPvAibaEXe83RuGSO94Cq8virCbQSkX9,8.31,8.31,147
25D5CC0EXPvAibaEXe8zi/ZLIzSiuO66PVTT9Mgk,7.86,7.86,143
B2A4D1E3XPvAibaEXe+0nHjb2tGOxxYnTInFU/tl,6.97,7.05,112
6555B450XPvAibaEXe+0nHjb2tGOx98nEXm3l3Rf,8.07,8.07,130
06CAB726XPvAibaEXe8zi/ZLIzSiuLmD7Jnj+Ekw,8.51,8.51,137
E1497DDAXPvAibaEXe8zi/ZLIzSiuN1erXVaTeNK,8.29,8.29,122
CAF15D10XPvAibaEXe8zi/ZLIzSiuNzrulp5NEv2,7.28,7.28,111
B123F1A6XPvAibaEXe8zi/ZLIzSiuAbuiNVTCr2/,7.28,7.72,124
80CDDDF4XPvAibaEXe8zi/ZLIzSiuMk6tTI8ZBuE,6.09,6.44,91
4FBEF019XPvAibaEXe8zi/ZLIzSiuAMDfdGPIb61,7.19,7.23,118
ABE403F3XPvAibaEXe8zi/ZLIzSiuCcf7eh0896P,1.85,5.1,2
EF36AF15XPvAibaEXe8zi/ZLIzSiuG9JjZ/QEb52,6.08,6.55,110
525C8A2AXPvAibaEXe/UmsX+Yo/cnzgxdMaGy14w,7.39,7.39,134
C95446EAXPvAibaEXe8zi/ZLIzSiuPtVoeSp3gT7,6.55,7.11,121
2D3B9FF1XPvAibaEXe/UmsX+Yo/cnzfnRtRuVWq8,7.17,7.17,120
5E056160XPvAibaEXe/UmsX+Yo/cn1gucZU4xRvW,3.45,6.22,32
9B9BAAACXPvAibaEXe/UmsX+Yo/cnz7EcY1OeK21,6.32,6.61,127
9DFF16A3XPvAibaEXe/UmsX+Yo/cn7vhHMbguOsQ,8.01,8.01,148
C6FCA5B1XPvAibaEXe/UmsX+Yo/cn2w6SSBd4IqG,7.97,7.97,128
7A2E0EDBXPvAibaEXe/UmsX+Yo/cn8c6Cpw6bq3t,8.25,8.25,131
15463ACBXPvAibaEXe/UmsX+Yo/cn1N4h27qOeMK,7.51,7.51,142
D8674C33XPvAibaEXe/UmsX+Yo/cn/0TvYSVnokN,6.37,6.94,112
C874CFE6XPvAibaEXe8wj1bWOnrKYRZ7QU3p/E1s,6.63,6.74,121
E5560794XPvAibaEXe8wj1bWOnrKYWDzePbDTbS1,7.47,7.53,128
2076C70DXPvAibaEXe8wj1bWOnrKYSOqgW5CixSi,6.2,6.97,14
BCE11B7BXPvAibaEXe8wj1bWOnrKYSKk0nU7rUiF,7.31,7.31,129
0B3CE49EXPvAibaEXe8wj1bWOnrKYaV22FSk+ppS,4.62,6.29,51
5CE79EEDXPvAibaEXe8wj1bWOnrKYV+jakTSjrUW,5.34,6.77,82
49B4FA27XPvAibaEXe8wj1bWOnrKYV+7G8+beCE7,7.77,7.77,137
85792BADXPvAibaEXe8wj1bWOnrKYcdeBVNOszQG,8.08,8.08,133
8D2BC807XPvAibaEXe8rZ8NuCiCoOdibUVZUJRil,8.65,8.65,127
5B3D52D2XPvAibaEXe8rZ8NuCiCoOc8TI/eZ5AyS,6.94,6.94,128
4915F747XPvAibaEXe8rZ8NuCiCoOVgjQh7h+ZCw,8.09,8.19,124
0E1A7BB3XPvAibaEXe8rZ8NuCiCoOd1q2gA6VxWj,8.09,8.09,128
253CD644XPvAibaEXe8rZ8NuCiCoOaCI/vRzVQdj,7.13,7.46,104
5CB73954XPvAibaEXe83RuGSO94Cq0G2+R0c3gw2,6.74,7.55,95
DD21C62BXPvAibaEXe83RuGSO94Cq9YqkB0YmoAr,6.98,7.69,128
D4872D09XPvAibaEXe83RuGSO94Cq7h26xGLC4xF,2.33,6.8,2
4B6900B0XPvAibaEXe83RuGSO94Cq2GZZD1wq+oy,8.66,8.66,135
E7998416XPvAibaEXe8rZ8NuCiCoOQTSB09aPoSa,8.61,8.61,137
3D247FD3XPvAibaEXe+PYhTHWVfmAtXV/shQ0G40,5.61,6.98,64
75CE544DXPvAibaEXe+PYhTHWVfmAq+TQBziiRMZ,7.16,7.5,128
92CA5CD2XPvAibaEXe+PYhTHWVfmAiLQeBANkmsc,8.18,8.18,137
4E9E2F2AXPvAibaEXe+PYhTHWVfmAjIXHcsObdhW,6.3,6.87,112
3BFCC817XPvAibaEXe/bcCn8ANC28DzGxTZ8VUFa,6.79,6.84,125
CDB5A1B3XPvAibaEXe/bcCn8ANC28CZ71GFm+4PK,7.43,7.43,131
A8FDFA45XPvAibaEXe/bcCn8ANC28O9LixnNqqAN,6.76,7.29,124
58F64AC1XPvAibaEXe+WyjAMa+c6ghJjol9reeHb,7.86,7.86,132
0835A296XPvAibaEXe+WyjAMa+c6gl9Iw5QpdaDA,6.65,7.18,114
F3E2430BXPvAibaEXe8cyAoRoKB5Pa3fzYSi6ccP,7.78,7.78,122
A3663D10XPvAibaEXe8cyAoRoKB5PeOQmBVk3aQf,6.3,6.45,87
D5B3C805XPvAibaEXe9lVlYxgSyBv69kvgGPFtUR,8.08,8.15,128
D9E3B4EDXPvAibaEXe9lVlYxgSyBv66sedsCY2EX,8.35,8.35,138
BAEB5F57XPvAibaEXe9dgf/EzU6ZBQhcwZqJHfxp,6.61,6.61,134
53CD7140XPvAibaEXe9dgf/EzU6ZBYS3CZf6FUxx,8.58,8.58,137
E1301D11XPvAibaEXe9dgf/EzU6ZBZXQS/tVecuO,8.07,8.07,125
862ED280XPvAibaEXe9dgf/EzU6ZBVtpTEy01yu6,8.53,8.53,128
8BE4F4C8XPvAibaEXe98bEweMyJa5shDiOI0iOQL,6.92,6.92,140
60F1AA72XPvAibaEXe98bEweMyJa5m54twG4wcNy,8.18,8.18,138
8278E218XPvAibaEXe98bEweMyJa5sVAzcv7XA6I,2.64,6.28,39
EEB422BFXPvAibaEXe98bEweMyJa5lg/m/lUaigq,5.84,6.38,89
4AE6C2C5XPvAibaEXe98bEweMyJa5vK6q+1axCLj,7.71,7.71,136
2368F545XPvAibaEXe98bEweMyJa5j4a9d70li6R,6.75,6.85,103
1B07A21FXPvAibaEXe98bEweMyJa5tmc/sNVzg0f,7.35,7.35,118
AA30C37FXPvAibaEXe98bEweMyJa5nzoPF5t007D,6.91,7.13,103
F999B6BAXPvAibaEXe/6gqqbvLbYMxj+9Mk/rSE1,3.59,7.23,14
F2F77E8EXPvAibaEXe/6gqqbvLbYM2nX5IVUB9xv,7.15,7.22,127
EACBAED9XPvAibaEXe/6gqqbvLbYMxyF6EC3RPOZ,6.02,6.57,110
0D8E347EXPvAibaEXe/6gqqbvLbYMxirR50rND05,7.59,7.59,139
F0656A7AXPvAibaEXe/6gqqbvLbYM40ZtTLrkgFa,8.57,8.57,136
E50726CDXPvAibaEXe/6gqqbvLbYM/6RR8S9lF0l,5.85,6.18,114
CE1D08BAXPvAibaEXe/6gqqbvLbYMz0GypCs42Dx,8.67,8.67,139
AF903938XPvAibaEXe/6gqqbvLbYM4o0k90LfKgI,3.7,7.5,4
C190179BXPvAibaEXe+LaXEhdAaoNNaSPp+7g/St,3.17,6.12,20
46A72702XPvAibaEXe+LaXEhdAaoNMyRnKWzoZLm,8.11,8.11,135
3E584D35XPvAibaEXe+LaXEhdAaoNEnhAFY4MSn8,6.79,7.75,119
7D5072D6XPvAibaEXe+LaXEhdAaoNCxzL6SSSvJz,7.85,7.85,139
73AB42FBXPvAibaEXe+LaXEhdAaoNN8kHcuz6VWe,1.53,0,8
2F4131B9XPvAibaEXe+LaXEhdAaoNKQXonOJc3ol,6.34,6.61,102
E576965EXPvAibaEXe+LaXEhdAaoNBs0OhU5djVs,6.72,7.16,112
24E6118DXPvAibaEXe+LaXEhdAaoNG2v41uFHIm3,6.28,6.48,134
28738743XPvAibaEXe+LaXEhdAaoNNFAwEYqhEoa,6.92,6.98,133
88D5F3ABXPvAibaEXe+s9Ax3cH11abvjSze5mWRZ,5.45,6.33,68
AEE15ABCXPvAibaEXe+s9Ax3cH11adEJ0kMxXJJ1,8.4,8.4,128
663C6377XPvAibaEXe+s9Ax3cH11afONybIC68RH,7.93,7.93,129
997DDE02XPvAibaEXe+s9Ax3cH11aWrp8+jbE0hj,7.67,7.67,133
8FD48B2EXPvAibaEXe+s9Ax3cH11ad040J0JoCue,8.34,8.47,125
A94D5D20XPvAibaEXe+s9Ax3cH11aVXAvzxPjULC,6.16,6.71,110
CB81E9D7XPvAibaEXe+s9Ax3cH11ac5cIx25zMms,8.99,8.99,131
A152DBF7XPvAibaEXe+s9Ax3cH11abdcfywUvfJu,4.28,6.11,58
960D5F00XPvAibaEXe8cyAoRoKB5Pf6+/1TIFF3F,7.91,7.91,129
105C8BE9XPvAibaEXe8cyAoRoKB5PQq6xa0HSt/F,8.26,8.26,126
3385034BXPvAibaEXe8cyAoRoKB5PajVjFc6Jomy,5.97,7.02,104
C797001DXPvAibaEXe8cyAoRoKB5PX0fU8NwzSMq,7.13,7.88,110
4B2718D9XPvAibaEXe8cyAoRoKB5PfES3ONxovb+,7.46,7.46,131
76E64AD7XPvAibaEXe8cyAoRoKB5PRioWIHNF5Xx,8.49,8.49,132
A403A2B6XPvAibaEXe8cyAoRoKB5PV4vYIdhQu1s,8.57,8.57,139
5230CB0DXPvAibaEXe9lVlYxgSyBvz/7Hzuyz8h6,6.83,6.98,121
971B3BA1XPvAibaEXe+PYhTHWVfmAqHoaYywwvjq,8.27,8.27,136
030AB9A8XPvAibaEXe+PYhTHWVfmAnz8waNlDG/x,7.64,7.64,135
597F5821XPvAibaEXe+PYhTHWVfmAsQfxyCUlHSI,6.23,6.41,117
AF71BCAEXPvAibaEXe/bcCn8ANC28BOxrbirznm1,8.1,8.1,145
8BD59EAEXPvAibaEXe/bcCn8ANC28PYRKmUZg4md,7.58,7.58,131
4F5A9BB9XPvAibaEXe/bcCn8ANC28GDG/07C7RwI,7.4,7.4,133
26740212XPvAibaEXe/bcCn8ANC28Hcw78S2UWBe,7.43,7.43,124
E56D9307XPvAibaEXe/bcCn8ANC28I/WY0migR79,8.12,8.12,124
4B5CB26FXPvAibaEXe/bcCn8ANC28NGOO+8FZVG9,8.06,8.06,127
303DCD32XPvAibaEXe+WyjAMa+c6gplNQ3GsX31J,7.37,7.56,128
F1260990XPvAibaEXe+WyjAMa+c6gpPtQO9RF9iC,8.57,8.57,127
1000DD5CXPvAibaEXe+WyjAMa+c6glW9MHGZw71C,6.86,6.86,119
0B572ED1XPvAibaEXe+WyjAMa+c6giNzvWUiY0bY,7.48,7.48,126
92B1D034XPvAibaEXe+WyjAMa+c6gpOtK8lalmA9,8.11,8.11,133
9BB2173BXPvAibaEXe+WyjAMa+c6gtPofcvceDgY,8.35,8.35,138
E7D078A4XPvAibaEXe+WyjAMa+c6gpWCBUIIlRr7,8.23,8.23,126
5333A1ABXPvAibaEXe9dgf/EzU6ZBRbjI62p5+N9,8.62,8.62,137
7A6AB505XPvAibaEXe9dgf/EzU6ZBWhQ7i8cB9br,8.13,8.13,130
999040BBXPvAibaEXe9dgf/EzU6ZBcY3SyXuBME6,5.73,6.55,98
E8DF3B42XPvAibaEXe9dgf/EzU6ZBTr//uJsDNHA,8.4,8.4,122
67E97092XPvAibaEXe9lVlYxgSyBv3Lnr469JQ2W,8.46,8.46,128
C81194F2XPvAibaEXe/lq24VwKc+LCvZJVyTRNOx,7.67,7.67,128
6AF29538XPvAibaEXe/lq24VwKc+LC3e/iCpEin8,7.93,8.1,130
317406B1XPvAibaEXe/lq24VwKc+LBu5V9oUFzKS,0,0,20
EF616C98XPvAibaEXe9lVlYxgSyBv8ionYcuVlpe,7.83,7.83,123
4D33937CXPvAibaEXe9lVlYxgSyBvzLdVAYVwMm9,7.55,7.55,124
71011726XPvAibaEXe+b6DqXDWl+u4Zc402CxYcZ,6.64,6.72,111
812238A2XPvAibaEXe+b6DqXDWl+uzrJYr/xvDdP,7.04,7.11,140
B679EB50XPvAibaEXe+b6DqXDWl+uxKiVONh0pr3,8.52,8.52,133
0BFEEE4BXPvAibaEXe+b6DqXDWl+u18pf4FKPL0W,7.05,7.2,131
88EDFCF1XPvAibaEXe+b6DqXDWl+u18kbTLx/2vd,7.57,7.57,124
4CC29F99XPvAibaEXe+b6DqXDWl+u92RkkV5O9rf,7.86,7.96,116
6800D0F1XPvAibaEXe+b6DqXDWl+uzldcvCdgZRb,8.45,8.45,130
29C88198XPvAibaEXe+b6DqXDWl+uydDZDeXPiZm,8.28,8.28,125
95186F69XPvAibaEXe+b6DqXDWl+u6qo9ul1ciew,7.89,7.89,127
9171F589XPvAibaEXe/9LBBkdbcCWEqSLCkaGPM8,8.03,8.3,121
48305A09XPvAibaEXe/9LBBkdbcCWLfm5Pw4tl3x,8.41,8.41,123
D5C03AB0XPvAibaEXe/9LBBkdbcCWOBMBmj34LRf,5.28,6.81,94
327B0751XPvAibaEXe/9LBBkdbcCWFBbfXlCb9MQ,3.21,6.2,35
FC16D228XPvAibaEXe/9LBBkdbcCWNRtfhrON9kO,7.08,7.08,126
2987F89FXPvAibaEXe9ZBnO1fewQMZQYKCfG9v+Z,7.67,7.67,128
C602C014XPvAibaEXe9ZBnO1fewQMcJa1UpHJPFk,7.6,7.6,142
38A1E242XPvAibaEXe9ZBnO1fewQMTsxi1U7KHSO,5.3,6.85,59
50D1FD1CXPvAibaEXe9ZBnO1fewQMcwYSQP71non,4.17,6.62,50
C915A546XPvAibaEXe9ZBnO1fewQMbQEy7JAam5+,8.44,8.44,126
FCF917BCXPvAibaEXe/9LBBkdbcCWDNBRNKyqX44,7.94,8.12,134
D4804491XPvAibaEXe/9LBBkdbcCWD75rxL6ZmuY,8.46,8.46,140
FD1D86A8XPvAibaEXe/9LBBkdbcCWH3XmaplIwCP,4.39,6,65
FF99FA4BXPvAibaEXe/9LBBkdbcCWFCdDLFn3R+v,6.75,6.87,132
3DF60F05XPvAibaEXe/9LBBkdbcCWKovwcgQ4mjo,5.53,6.71,102
414D4C0CXPvAibaEXe9ZBnO1fewQMfD6U3Fw2QVx,7.57,7.57,127
DF355561XPvAibaEXe9ZBnO1fewQMf+ds9wRu5fU,4.44,6.59,49
C7AB8185XPvAibaEXe9ZBnO1fewQMaT6a2txupZs,7.96,7.96,131
31B4A7D2XPvAibaEXe9lVlYxgSyBvyn1swHffiei,7.84,7.84,119
016AB880XPvAibaEXe9lVlYxgSyBv8bGU/pM3AL/,1.1,7.5,2
1DA191F4XPvAibaEXe9ZBnO1fewQMSR8OkPjJl25,6.59,6.7,119
00256CA6XPvAibaEXe9ZBnO1fewQMfc0mu/9tLFg,8.52,8.52,142
903D9737XPvAibaEXe+8xcWrHsA1KrRjt3Rv9RsC,6.3,6.77,101
7124C278XPvAibaEXe+8xcWrHsA1Kif81D5bdXuS,7.92,7.92,131
BAF1D59FXPvAibaEXe+8xcWrHsA1Kkzmuq4UwP53,7.41,7.66,129
FAE51DC9XPvAibaEXe+8xcWrHsA1KmNJUWtyUXeX,8.17,8.17,135
101F233DXPvAibaEXe+8xcWrHsA1KponLl2EU78E,7.5,7.5,139
994397A9XPvAibaEXe+8xcWrHsA1KkXcaNCHTYeY,8.09,8.09,118
8A8ED994XPvAibaEXe+8xcWrHsA1Kp7iS70u/MO2,6.85,7.11,117
1FF0692EXPvAibaEXe+8xcWrHsA1Km1WGnFoswWy,8,8,126
31CB4B54XPvAibaEXe+8xcWrHsA1Ko15ttlRvORQ,5.72,6.24,70
EC37764CXPvAibaEXe+8xcWrHsA1KtIMxHPERy8w,8.15,8.15,144
8ED4F84CXPvAibaEXe8BcBqSm3bVhl4/s5JGZ9pz,6.73,7.1,107
E5F5829CXPvAibaEXe8BcBqSm3bVhlYjoN/0RLPS,6.15,7.08,98
E604541BXPvAibaEXe8BcBqSm3bVhiS8p8t5h8Wt,6.65,6.85,108
5F1B0D8BXPvAibaEXe8BcBqSm3bVhsgeeUEDyUBF,7.24,7.24,115
A5154F1CXPvAibaEXe8BcBqSm3bVhncwIoKK8+BD,6.54,6.84,108
1033CB0CXPvAibaEXe8BcBqSm3bVhnZ+dwRufBYc,8.42,8.42,120
313480E4XPvAibaEXe8BcBqSm3bVhkR4alnJ+Wkr,8.4,8.4,126
0852976FXPvAibaEXe8BcBqSm3bVhj7PwHsplpJx,2.89,7.73,39
A75970D5XPvAibaEXe8BcBqSm3bVhsedkQVMVcJI,7.56,7.69,124
B5A14B20XPvAibaEXe/CLThnKnYPfkCbTL5ZEjt7,2.63,5.61,36
40EDCAF2XPvAibaEXe/CLThnKnYPfjDJBJD9icWi,7.09,7.42,110
1ED81813XPvAibaEXe/CLThnKnYPfgT8bFMNRz6H,8.73,8.73,122
2FE628E1XPvAibaEXe/CLThnKnYPfmiKKUOgQUEk,7.55,7.55,134
5B814493XPvAibaEXe/CLThnKnYPfq1UKzLezkZo,6.61,6.85,117
A9D95DA0XPvAibaEXe/CLThnKnYPfoHOTW5zEDho,8.36,8.36,128
DA7C55A7XPvAibaEXe/CLThnKnYPfn0jbpD+yIYu,7.19,7.52,125
39C7405FXPvAibaEXe/CLThnKnYPfrP4aclFFV14,6.6,7.02,106
8D83C8EBXPvAibaEXe/CLThnKnYPftp7DDS1wHtc,7.38,7.38,129
4495FB9BXPvAibaEXe+3IeSFe/CqDBgPKQR6OjKm,7.49,7.49,119
EA22C745XPvAibaEXe+3IeSFe/CqDAIawsMsmxLy,1.98,7.7,2
DADE9054XPvAibaEXe+3IeSFe/CqDEj3xUk5CqN3,7.97,7.97,131
E9C9D84CXPvAibaEXe+3IeSFe/CqDPyfMC3LJci5,8.84,8.84,18
64EFE5E5XPvAibaEXe+3IeSFe/CqDBF/1Yzqq/Om,7.61,7.61,127
6188622DXPvAibaEXe+3IeSFe/CqDDa2JQWaBS3j,8.04,8.04,127
814CBB93XPvAibaEXe+3IeSFe/CqDEOSeHkU3kcM,7.43,7.43,142
4C69B0DCXPvAibaEXe+3IeSFe/CqDLk+18AWDhoI,7.57,7.8,105
5B2FCB81XPvAibaEXe+3IeSFe/CqDBOBwpEFP6ik,7.39,7.49,130
0E24D46BXPvAibaEXe+3IeSFe/CqDLQw1YBtMG+0,6.94,6.98,116
AC734B21XPvAibaEXe/lq24VwKc+LNPiNPR4nMhQ,6.99,7.09,129
54DDB6B0XPvAibaEXe/lq24VwKc+LP7fw2oHUTdQ,7.85,7.85,112
63A46CEEXPvAibaEXe/lq24VwKc+LDboJmBo8+jD,7.89,8.42,126
74C4EF81XPvAibaEXe+ba4DZYrt+PPV4pVSTvz5u,8.35,8.35,135
6EEB8335XPvAibaEXe+ba4DZYrt+PFj014j6yHC/,6.77,6.93,128
DB03A0C7XPvAibaEXe/lq24VwKc+LC7Wl3zmO1iW,8.32,8.32,137
AD31B71AXPvAibaEXe/lq24VwKc+LCMUJ8xNhTei,8.03,8.03,128
4338F05FXPvAibaEXe+ba4DZYrt+PL8XsMFUL5Yx,7.39,7.39,119
ACFE0B34XPvAibaEXe+ba4DZYrt+PIlTWsa5VdjD,2.44,6.81,24
4C51140AXPvAibaEXe+ba4DZYrt+PPkkbMPFyV6e,7.61,7.61,126
F07997ADXPvAibaEXe+ba4DZYrt+PLuUQfxkDw3t,8.99,8.99,137
C1DB1120XPvAibaEXe+ba4DZYrt+PDnRlMl9fRKp,7.58,7.58,129
4B71804DXPvAibaEXe+ba4DZYrt+PMUIInp+bwUk,7.63,7.71,126
B37CA01EXPvAibaEXe+wnAHzeNC8Yn9raNPQF8JC,7.87,7.87,143
7589F77FXPvAibaEXe+wnAHzeNC8YssfOqICCElD,6.83,6.9,111
CB456CC9XPvAibaEXe+wnAHzeNC8YsPJQpKFuYFJ,7.73,7.73,127
C1C0C4AEXPvAibaEXe+wnAHzeNC8Yg3KwYNkWTzJ,7.54,7.54,139
A910AEB0XPvAibaEXe+wnAHzeNC8YqkMB4kk2Qhq,1.05,0,0
C9369D3FXPvAibaEXe9O6/F07jTuv5GRZ/kkU0bn,7.69,7.69,132
42491BFAXPvAibaEXe9O6/F07jTuv6cw8X3wAjXj,8.04,8.04,120
AFF1F708XPvAibaEXe+wnAHzeNC8YnkfVyEd6837,7.46,7.56,112
8260AC4EXPvAibaEXe+wnAHzeNC8YqRE0uIl+mi1,7.84,7.84,116
4C3CB19CXPvAibaEXe+GGliW+AfAjOn0dhxv0WKu,7.56,7.56,115
A623D2ACXPvAibaEXe+GGliW+AfAjHgnlv2jdGL6,7.72,7.98,130
9510987DXPvAibaEXe+GGliW+AfAjNm7Wvo/+2gJ,7.02,7.43,113
F4134FB8XPvAibaEXe+GGliW+AfAjF1YrHYmVrLk,7.67,7.67,131
5FD90A13XPvAibaEXe+ba4DZYrt+PH4NCeLOnwhA,8.38,8.38,141
A36D09CCXPvAibaEXe81fV8vPRwD6CJt7YlYSrkA,8.53,8.53,127
ACB0A192XPvAibaEXe81fV8vPRwD6CobL6sASSeh,6.03,6.78,104
28A49A8BXPvAibaEXe81fV8vPRwD6Lnl35EWVuyL,8.04,8.04,130
8D2B99D9XPvAibaEXe81fV8vPRwD6DZ50b+bojAD,7.91,7.91,127
58162388XPvAibaEXe81fV8vPRwD6EDfDvQ2K8hC,8.65,8.65,137
7AABA828XPvAibaEXe81fV8vPRwD6DL+DJpIGfz0,8.3,8.3,151
04CDB750XPvAibaEXe81fV8vPRwD6JYmHnM75CHO,8.27,8.72,129
66B7076AXPvAibaEXe+wnAHzeNC8Ylh9u9hOSGle,6.72,6.89,115
51CC5B86XPvAibaEXe81fV8vPRwD6Nh7dkHUgk1j,8.03,8.03,123
272F2A74XPvAibaEXe+ba4DZYrt+PKPplgRlYVJo,8.15,8.15,129
4D0CAC3EXPvAibaEXe+wnAHzeNC8YuiSvE0JkCDY,8.43,8.43,125
D95DCCC6XPvAibaEXe+GGliW+AfAjPVsAFjRjr1S,4.7,6.73,37
C7CFA88CXPvAibaEXe+GGliW+AfAjJH1fIxpbq5M,7.85,7.85,138
481A6067XPvAibaEXe+GGliW+AfAjEt6VXIhoDP6,8.07,8.21,133
19BECA3AXPvAibaEXe+GGliW+AfAjBIWWKvbzj5O,5.88,6.57,95
C4EE9609XPvAibaEXe+GGliW+AfAjDMilsuoL5J7,7.11,7.11,129
37C69A3CXPvAibaEXe+GGliW+AfAjAOZ5OazMcO3,6.54,7.17,47
74FAA182XPvAibaEXe/ESOA28kZtDiYIeykRfinM,2.94,6.47,21
B606A119XPvAibaEXe/ESOA28kZtDjbQgD3C1HU8,5.56,7,77
71D36D40XPvAibaEXe/ESOA28kZtDtMYPCPMEfvg,7.35,7.35,115
DAF17921XPvAibaEXe/ESOA28kZtDsLToj5QZohy,8.34,8.34,126
08782EBCXPvAibaEXe9zVZKaStZ09MV9x0bcbU8i,8.26,8.26,131
BA540562XPvAibaEXe9zVZKaStZ09M1kpi8UwAdl,7.47,7.47,114
1F67866CXPvAibaEXe9zVZKaStZ09PPIGXdGFckn,6.49,6.8,105
7E43EE56XPvAibaEXe9zVZKaStZ09At3tK6+Anzb,5.33,6.71,63
852AB6FBXPvAibaEXe9zVZKaStZ09JfwDhFB+dyV,2.74,7.03,21
39F053A4XPvAibaEXe9zVZKaStZ09Mr38O1aLuN9,8.34,8.34,141
A5C189C6XPvAibaEXe9zVZKaStZ09Bf70EEj0ibp,7.01,7.09,120
9A825235XPvAibaEXe9zVZKaStZ09O1cfnd4zC+Z,8.33,8.33,123
CAD31649XPvAibaEXe9zVZKaStZ09AnLpdHb07X/,7.75,7.75,122
88496611XPvAibaEXe9zVZKaStZ09GTkrzfL4NY0,7.64,7.64,115
5135E5A2XPvAibaEXe/KP8Z+xE/sY37dNvM38zqE,6.7,7.1,112
E05CA818XPvAibaEXe/KP8Z+xE/sY5RcHTLG0W0w,7.58,7.58,136
D9D9A5FCXPvAibaEXe/KP8Z+xE/sY9E1u8kxGshj,8.03,8.03,140
5E3B9A5CXPvAibaEXe/KP8Z+xE/sYxCKDfiNsaex,5.32,7.24,35
6CCFF9D3XPvAibaEXe/KP8Z+xE/sYxf47ovvLcr7,6.94,7.2,131
BF18D491XPvAibaEXe/KP8Z+xE/sY6LIXbTMzS2H,8.7,8.7,127
EDF935D9XPvAibaEXe/KP8Z+xE/sYz8OsCVcSuhF,7.66,7.71,126
80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,8.03,8.03,129
F69EF0B7XPvAibaEXe9O6/F07jTuvzSnSW4I6a4V,7.32,7.47,119
DEFE01D1XPvAibaEXe9O6/F07jTuvwkH/3s/2vle,7.17,7.59,126
7E14FCE2XPvAibaEXe9O6/F07jTuv/syDQU8xrvy,7.84,7.84,132
588496D8XPvAibaEXe9O6/F07jTuv0wBRnLhprnd,9.1,9.1,121
DE36DB71XPvAibaEXe9O6/F07jTuv3Z/G0YdbrV5,7.52,7.56,137
E185C0F6XPvAibaEXe9O6/F07jTuv07xJL7DkUkw,8.01,8.01,136
5AEDE7D0XPvAibaEXe9O6/F07jTuv3kW0evqB5/z,8.1,8.1,130
B0E6C48EXPvAibaEXe9O6/F07jTuv2iubEfEzeow,7.64,7.78,127
794AF669XPvAibaEXe/7VNok06ub0KSN0xZ1STyn,8.3,8.5,137
C0876D1FXPvAibaEXe+g+689Av0WQ2LNsIBPcXwW,8.67,8.67,143
27287D52XPvAibaEXe+g+689Av0WQ2TzEcelm+th,5.63,6.61,89
3EBE6597XPvAibaEXe+g+689Av0WQ6QNNXH26G5j,8.42,8.42,131
673CB672XPvAibaEXe+g+689Av0WQyWfZz/S798Q,8.34,8.34,126
30F12A42XPvAibaEXe+g+689Av0WQ/y+ZKHDA23S,8.35,8.49,121
A0907EC0XPvAibaEXe+iIJOpfrvDw6LhQxaRAJim,4.94,7.46,19
FCF5BD41XPvAibaEXe+iIJOpfrvDw3Y0BDNPCdhv,6.08,7.26,55
35CFC31BXPvAibaEXe+iIJOpfrvDw19cYffrUhx5,7.26,7.42,150
F00FA95AXPvAibaEXe+iIJOpfrvDwyFLtazciWEk,6.99,6.99,135
4D99C6D7XPvAibaEXe+iIJOpfrvDw4SXoIW1xkf5,4.02,6.62,18
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,7.47,7.47,124
07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,7.94,8.14,140
