mssv,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_hk11,sotc_hk12,sotc_hk13,sotc_hk14,sotc_hk15,sotc_hk16,sotc_hk17,sotc_hk18,sotc_hk19,sotc_hk20,sotc_hk21,sotc_hk22
62DA4CDCXPvAibaEXe+Y5CB/5gt3MNy76+igUpfF,18,15.0,3.0,26.0,23.0,20.0,15.0,17.0,12.0,17.0,,,,,,,,,,,,
62DDE3CBXPvAibaEXe8R2Rbk2WiF3IlHeQV3Rp27,14,20.0,18.0,16.0,19.0,,,,,,,,,,,,,,,,,
62E459E7XPvAibaEXe/67dyjFFUOJgXmAt8JMvdO,19,21.0,20.0,21.0,19.0,15.0,21.0,,,,,,,,,,,,,,,
62F0D084XPvAibaEXe/jJhiAqnJBirDjR/h3Wssi,20,22.0,18.0,,,,,,,,,,,,,,,,,,,
62F3C56EXPvAibaEXe/JKySBFnJ8Il4SUE5mDkrL,17,19.0,24.0,15.0,10.0,23.0,12.0,19.0,7.0,16.0,17.0,,,,,,,,,,,
62FCF8FBXPvAibaEXe/77zwxtbGI70mRZMVVj7ff,19,27.0,20.0,,,,,,,,,,,,,,,,,,,
630518E0XPvAibaEXe8UGNMJasZG8BIILT9LfCMb,19,19.0,24.0,22.0,24.0,15.0,22.0,8.0,13.0,,,,,,,,,,,,,
63090733XPvAibaEXe+02ryNj/uIXxSv0ZzbtNj0,19,19.0,21.0,17.0,4.0,21.0,19.0,3.0,16.0,12.0,10.0,,,,,,,,,,,
630B4429XPvAibaEXe89Arovz2Asdj7PKlkMCJ7G,15,20.0,18.0,17.0,15.0,0.0,,,,,,,,,,,,,,,,
6318371CXPvAibaEXe+kaKwPBw23VpFNi+IVGdqi,17,20.0,23.0,18.0,16.0,20.0,14.0,11.0,10.0,,,,,,,,,,,,,
63187579XPvAibaEXe8DnlmqQfnjpvsvimStZgzv,13,19.0,13.0,23.0,23.0,8.0,22.0,21.0,6.0,,,,,,,,,,,,,
631C72C9XPvAibaEXe/xn91tBWVNDXH/YaHOqjwg,17,23.0,22.0,17.0,21.0,15.0,18.0,5.0,,,,,,,,,,,,,,
631EE657XPvAibaEXe9FgbvQGfDDZeDp6+4UIz+A,16,,,,,,,,,,,,,,,,,,,,,
631FEA72XPvAibaEXe/NIxjlmPMMVVueZ5nq8wW6,14,21.0,19.0,,,,,,,,,,,,,,,,,,,
6321EB33XPvAibaEXe+fPSOag5leTXTsQe66TJtG,19,17.0,,,,,,,,,,,,,,,,,,,,
632326BEXPvAibaEXe+1j/AqdkpM23xs0ljO7eLx,22,18.0,25.0,18.0,14.0,19.0,18.0,5.0,10.0,,,,,,,,,,,,,
6325316BXPvAibaEXe+0HSIVMzJ1BuBTEY0s+b0X,16,,,,,,,,,,,,,,,,,,,,,
63276F86XPvAibaEXe9Hp2TeoSwCGTQ0JelgLNZH,7,,,,,,,,,,,,,,,,,,,,,
6330269AXPvAibaEXe/uK56TxchG/SbegmZSba1p,17,21.0,19.0,,,,,,,,,,,,,,,,,,,
633086FEXPvAibaEXe8g5zf2LUpe/FKS6x08Wa4C,19,19.0,19.0,17.0,23.0,,,,,,,,,,,,,,,,,
633C2DB4XPvAibaEXe/0WaLAM5c/YKShxsrcX9XB,20,21.0,23.0,16.0,20.0,15.0,15.0,12.0,0.0,,,,,,,,,,,,,
633E96D4XPvAibaEXe9If6gyA/58XC3HoK65UXTV,17,27.0,23.0,17.0,16.0,,,,,,,,,,,,,,,,,
6346E154XPvAibaEXe8enouoh243g/dhreMbu5xg,13,17.0,20.0,16.0,14.0,20.0,17.0,18.0,10.0,,,,,,,,,,,,,
63474E27XPvAibaEXe9ElaXLEceHDoHjCRyehOHZ,20,18.0,18.0,,,,,,,,,,,,,,,,,,,
634BEDACXPvAibaEXe/VynkpCVOuiQKY2HU2pIUM,15,16.0,4.0,22.0,24.0,14.0,,,,,,,,,,,,,,,,
635A7BF7XPvAibaEXe/qyMkGG2RlFnleHKfEoUua,9,,,,,,,,,,,,,,,,,,,,,
635B9F1CXPvAibaEXe9x0CaUg4pZoxMVvEAX3gFK,17,20.0,22.0,22.0,17.0,18.0,14.0,14.0,10.0,,,,,,,,,,,,,
635D1273XPvAibaEXe9xkK/YA3rY8IFU/6Bc4lh9,19,19.0,24.0,19.0,14.0,15.0,14.0,18.0,14.0,17.0,,,,,,,,,,,,
6360ECCBXPvAibaEXe+fBpTg8OXousUD5CXpoXJf,20,18.0,23.0,20.0,15.0,18.0,12.0,13.0,,,,,,,,,,,,,,
63643D3FXPvAibaEXe/FejQN8/S5fP6il1UtZeIt,22,22.0,18.0,25.0,8.0,25.0,23.0,6.0,19.0,14.0,3.0,13.0,10.0,3.0,3.0,,,,,,,
6366BF4CXPvAibaEXe/0Yd2X34glFKfPhF8qquAA,13,,,,,,,,,,,,,,,,,,,,,
636A3D34XPvAibaEXe/jA2MATe6eKnxOuDPAw+Yf,19,17.0,22.0,18.0,17.0,19.0,17.0,13.0,10.0,,,,,,,,,,,,,
6371DE66XPvAibaEXe91GJZByEKtSavXFO088Lt/,20,21.0,4.0,24.0,24.0,21.0,20.0,11.0,12.0,16.0,,,,,,,,,,,,
6373012AXPvAibaEXe99QzhWW+eTfA4GiCIAsHO/,14,16.0,15.0,16.0,20.0,18.0,12.0,14.0,,,,,,,,,,,,,,
6377BC3FXPvAibaEXe8VWkDlE2pSBB1lUZ4rRW3c,18,18.0,15.0,,,,,,,,,,,,,,,,,,,
637D5C85XPvAibaEXe9zGba8fcKEKG9oPWFvAQXN,17,24.0,20.0,18.0,20.0,24.0,14.0,12.0,7.0,,,,,,,,,,,,,
63850E1DXPvAibaEXe9uaaZ/YedHVMbH1bo0wP7i,17,21.0,24.0,20.0,22.0,18.0,17.0,14.0,,,,,,,,,,,,,,
638C2413XPvAibaEXe9S88+OcosOZtKndn4EWDPD,16,16.0,21.0,23.0,18.0,,,,,,,,,,,,,,,,,
638DD733XPvAibaEXe+l62icawnoYl+1QbhmtBDc,17,21.0,27.0,22.0,23.0,17.0,,,,,,,,,,,,,,,,
639E2F13XPvAibaEXe8CJ7wHm5Ak3hqjZNbsKs2w,18,,,,,,,,,,,,,,,,,,,,,
639ECEE5XPvAibaEXe8wMpKQnQ7j6I/wuWdLE4Gg,22,18.0,26.0,15.0,8.0,21.0,17.0,8.0,13.0,17.0,12.0,,,,,,,,,,,
639F86E8XPvAibaEXe+9v37KcInSIZRPm5l3ohPa,20,21.0,7.0,15.0,17.0,19.0,19.0,17.0,17.0,,,,,,,,,,,,,
639FDCA1XPvAibaEXe8Pc6kxKoLNabdBbDFncO9S,20,23.0,24.0,19.0,20.0,18.0,9.0,,,,,,,,,,,,,,,
63A46CEEXPvAibaEXe/lq24VwKc+LDboJmBo8+jD,17,20.0,24.0,22.0,21.0,22.0,8.0,0.0,,,,,,,,,,,,,,
63A489C8XPvAibaEXe/77zwxtbGI7xIJ0TKZlq9X,16,18.0,18.0,,,,,,,,,,,,,,,,,,,
63AB05E2XPvAibaEXe9/w7qCPr4fx5T4ywW+XAPz,13,23.0,22.0,19.0,17.0,15.0,13.0,,,,,,,,,,,,,,,
63AEE0E1XPvAibaEXe/MMx1dMBtPnZgENpzeH0a3,16,23.0,20.0,7.0,19.0,17.0,17.0,,,,,,,,,,,,,,,
63B4D770XPvAibaEXe8aMmuWiMhL4jMRcKmNNQ38,24,19.0,23.0,20.0,27.0,17.0,19.0,11.0,8.0,10.0,,,,,,,,,,,,
63B99375XPvAibaEXe+L4+qEMJ/L9T/sfHR+BFr1,19,21.0,20.0,20.0,19.0,14.0,14.0,14.0,0.0,0.0,,,,,,,,,,,,
63C35B54XPvAibaEXe8WajRPpOtnV0voWBZ1UNKP,17,18.0,17.0,,,,,,,,,,,,,,,,,,,
63CDA664XPvAibaEXe9usUd9iNN9jBM0+Ui/+QGI,16,19.0,20.0,18.0,19.0,19.0,12.0,,,,,,,,,,,,,,,
63D15452XPvAibaEXe/X/wixypGyAp8IsOjNdRT3,22,19.0,24.0,16.0,7.0,22.0,15.0,15.0,11.0,10.0,,,,,,,,,,,,
63D68225XPvAibaEXe/MCL0qpDhx02+W2h7GHD9R,17,24.0,23.0,24.0,20.0,17.0,14.0,15.0,14.0,,,,,,,,,,,,,
63DFD711XPvAibaEXe/j7U1wtp2b2QaSZZf1duYC,19,22.0,19.0,16.0,21.0,19.0,17.0,19.0,3.0,7.0,8.0,4.0,10.0,,,,,,,,,
63E8277EXPvAibaEXe/7kKaS8/f9RWfXR6mDAAbe,20,23.0,4.0,23.0,18.0,18.0,24.0,17.0,12.0,20.0,9.0,,,,,,,,,,,
63E8A729XPvAibaEXe/9ejSWf1UySb3p+pU3gBb2,18,22.0,20.0,,,,,,,,,,,,,,,,,,,
63EB73C7XPvAibaEXe91UcttbrYag3NEmXVvQwjs,21,22.0,22.0,14.0,21.0,18.0,6.0,12.0,,,,,,,,,,,,,,
63F4D5EEXPvAibaEXe91kmICrkek2njA/inamJ2e,20,22.0,24.0,19.0,16.0,14.0,17.0,17.0,13.0,3.0,,,,,,,,,,,,
63F67660XPvAibaEXe9Q2McsUcINTr04J/PwesaO,19,21.0,20.0,24.0,14.0,15.0,14.0,13.0,16.0,,,,,,,,,,,,,
63F6F2D8XPvAibaEXe+DUF+563kBvcJHaBqURzdU,17,20.0,29.0,18.0,23.0,16.0,18.0,,,,,,,,,,,,,,,
63FAEF68XPvAibaEXe8yiBl4rYjVWzlyZ1cH1OSd,22,21.0,19.0,,,,,,,,,,,,,,,,,,,
64070449XPvAibaEXe8WajRPpOtnV4DY0emNMKZ0,22,19.0,19.0,,,,,,,,,,,,,,,,,,,
6414F481XPvAibaEXe/7sxkigC7f53KmBMGfVHCX,22,19.0,7.0,23.0,22.0,4.0,19.0,17.0,7.0,25.0,16.0,11.0,17.0,,,,,,,,,
64162EEBXPvAibaEXe+ROAqc8OE8mE7OCS/+6o38,18,19.0,19.0,18.0,18.0,,,,,,,,,,,,,,,,,
6416B416XPvAibaEXe/UMrtD+fQVrBNky1a4mDj/,14,,,,,,,,,,,,,,,,,,,,,
6423B8A9XPvAibaEXe/GVRoDkKDPXhJWdZfcImVT,16,24.0,16.0,17.0,21.0,16.0,13.0,,,,,,,,,,,,,,,
6424B125XPvAibaEXe/hUAy10EStXzrJX0p+c9vb,17,23.0,20.0,23.0,22.0,16.0,12.0,,,,,,,,,,,,,,,
6426D277XPvAibaEXe+kwIr/VXjl04GQLN5sEC66,22,19.0,3.0,24.0,19.0,4.0,18.0,20.0,11.0,27.0,20.0,4.0,11.0,4.0,8.0,8.0,8.0,,,,,
64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,17,24.0,30.0,23.0,16.0,16.0,18.0,10.0,,,,,,,,,,,,,,
642A07E2XPvAibaEXe/P3U+Uvm5VgS50cYS1Pf4T,18,,,,,,,,,,,,,,,,,,,,,
6439796AXPvAibaEXe9iOtseai5jcgPJk1yiNrdj,17,21.0,26.0,17.0,16.0,19.0,17.0,14.0,10.0,,,,,,,,,,,,,
643CA465XPvAibaEXe8Dk1djakWGqOn39qQAdEHz,18,,,,,,,,,,,,,,,,,,,,,
643EBCB3XPvAibaEXe8EJVSfQ2zj45cqVDOC78i+,19,20.0,18.0,19.0,21.0,,,,,,,,,,,,,,,,,
6441477EXPvAibaEXe+MN8lfqqsx6Q28KMNmp3Oi,18,19.0,22.0,23.0,22.0,,,,,,,,,,,,,,,,,
6446145AXPvAibaEXe95ZLbYjhH5ZSAlCFkfOgeQ,15,15.0,4.0,18.0,22.0,20.0,,,,,,,,,,,,,,,,
6447508CXPvAibaEXe9syTSxuDl8vuOOglSsLzBw,19,24.0,23.0,,,,,,,,,,,,,,,,,,,
6453AC5AXPvAibaEXe9/E7eUO1RQ8vpMpeJcFmpT,17,21.0,18.0,,,,,,,,,,,,,,,,,,,
6456D1BCXPvAibaEXe/xyL+qSMmpusGV6qU6u7SN,18,17.0,19.0,17.0,19.0,,,,,,,,,,,,,,,,,
646E04CFXPvAibaEXe8WD3qnVG2b/WKYNpmg9hco,22,24.0,21.0,17.0,24.0,23.0,13.0,13.0,3.0,,,,,,,,,,,,,
646F3EB2XPvAibaEXe9rfoNrj7xdYNzl+xdYIYAa,22,,,,,,,,,,,,,,,,,,,,,
646FE6DDXPvAibaEXe8bHoSDwbr9UniXiTYLouxw,15,17.0,20.0,20.0,19.0,20.0,12.0,,,,,,,,,,,,,,,
647218CBXPvAibaEXe+Y5CB/5gt3MBCxcZ7a+Dsd,22,19.0,10.0,,,,,,,,,,,,,,,,,,,
64733246XPvAibaEXe8CNW5gpzV0gd9br0mz53s9,15,21.0,24.0,19.0,21.0,24.0,22.0,10.0,,,,,,,,,,,,,,
6473D173XPvAibaEXe/l8qiRVAhX50SxBMVwTgTN,21,19.0,15.0,,,,,,,,,,,,,,,,,,,
6480FD85XPvAibaEXe+v5SvySgrZwMwCbqXadib+,16,21.0,16.0,15.0,17.0,19.0,2.0,,,,,,,,,,,,,,,
6487494DXPvAibaEXe/jZh6ZxmAv+sj/Tce3LBpK,20,22.0,23.0,20.0,20.0,17.0,18.0,11.0,,,,,,,,,,,,,,
648A4740XPvAibaEXe8JDP83oALuERC/Tuy0e3rp,20,21.0,18.0,17.0,18.0,15.0,12.0,,,,,,,,,,,,,,,
648A6A59XPvAibaEXe/feySPx5RaA3TRf4JPtTag,18,17.0,20.0,,,,,,,,,,,,,,,,,,,
649B938BXPvAibaEXe9IFJLLU9DVVZoHDwmaCg4s,13,17.0,23.0,24.0,22.0,14.0,18.0,22.0,14.0,10.0,,,,,,,,,,,,
64A2A84CXPvAibaEXe8jiYzwktGSchUZQTLU3+EL,19,21.0,21.0,19.0,18.0,19.0,3.0,15.0,13.0,,,,,,,,,,,,,
64B479B5XPvAibaEXe9l++IKqiTHhhZdeXOsR/ca,18,17.0,21.0,,,,,,,,,,,,,,,,,,,
64C10672XPvAibaEXe+sY5a+0mlf7RgL14TT0PhP,16,15.0,17.0,,,,,,,,,,,,,,,,,,,
64C3B105XPvAibaEXe/JtbhvjebdXnzTHUDrldVp,18,20.0,4.0,18.0,,,,,,,,,,,,,,,,,,
64C53134XPvAibaEXe+1RDiCvTMY2bz25gXbqec/,19,19.0,19.0,24.0,22.0,11.0,20.0,15.0,,,,,,,,,,,,,,
64C7CD4BXPvAibaEXe+T+pdYLenbrg640+xMiapE,19,21.0,18.0,20.0,21.0,15.0,12.0,10.0,,,,,,,,,,,,,,
64CA446CXPvAibaEXe9BRb1hYNmZ5uABiPm1gb8Q,16,20.0,16.0,,,,,,,,,,,,,,,,,,,
64D062B7XPvAibaEXe86hknCN730J8n8uaygGkPs,21,18.0,19.0,17.0,0.0,15.0,22.0,21.0,,,,,,,,,,,,,,
64D7CBA1XPvAibaEXe+pX9RZhc1jhik6b5XjQs5X,17,16.0,20.0,8.0,23.0,23.0,19.0,,,,,,,,,,,,,,,
64DB0BFBXPvAibaEXe/m6K07u0dn9wooyQYN5NIM,13,17.0,20.0,19.0,16.0,15.0,17.0,15.0,15.0,,,,,,,,,,,,,
64E673DAXPvAibaEXe87zPkGv/PdbkEEX8vUst3m,20,22.0,21.0,18.0,14.0,15.0,12.0,5.0,,,,,,,,,,,,,,
64E71961XPvAibaEXe9w3p4OJXtSaDM21QEwHvJa,17,25.0,4.0,21.0,19.0,17.0,21.0,17.0,2.0,,,,,,,,,,,,,
64E9FDE3XPvAibaEXe9hPQQhQOOPyStw/R4lOHbB,22,19.0,22.0,21.0,19.0,21.0,16.0,7.0,4.0,10.0,,,,,,,,,,,,
64EA2350XPvAibaEXe/0WaLAM5c/YGCkjHbj1eiR,19,19.0,20.0,22.0,24.0,19.0,17.0,16.0,0.0,,,,,,,,,,,,,
64EFE5E5XPvAibaEXe+3IeSFe/CqDBF/1Yzqq/Om,15,15.0,14.0,10.0,19.0,18.0,24.0,,,,,,,,,,,,,,,
64F1F80AXPvAibaEXe8T4RHts6jRY9/McEfatZZb,19,19.0,17.0,24.0,14.0,,,,,,,,,,,,,,,,,
64F6B4D8XPvAibaEXe+/EkvXK98KbcFIGHN+0Lkj,22,20.0,3.0,22.0,20.0,17.0,15.0,15.0,14.0,7.0,,,,,,,,,,,,
64FA65E5XPvAibaEXe/Yd5khqDzvKEg5iy520knW,20,18.0,18.0,20.0,20.0,21.0,17.0,0.0,,,,,,,,,,,,,,
64FBBAB2XPvAibaEXe84OR/xkBCpMY+R/v0ab3Px,19,22.0,15.0,16.0,15.0,18.0,,,,,,,,,,,,,,,,
6505AD1AXPvAibaEXe9tQlmmuoS3EvD84Ysn96/w,18,,,,,,,,,,,,,,,,,,,,,
650AF03AXPvAibaEXe+Z64Gg7q108OQDu8HrJWih,15,21.0,4.0,22.0,24.0,14.0,23.0,3.0,20.0,18.0,4.0,12.0,4.0,4.0,7.0,13.0,,,,,,
650CFC5AXPvAibaEXe/4RNlQlT5CufqKyhKxbKz2,14,,,,,,,,,,,,,,,,,,,,,
65166AE0XPvAibaEXe8K9VKm2afHLeT+RoPJaoP5,17,17.0,19.0,14.0,22.0,22.0,23.0,15.0,10.0,15.0,,,,,,,,,,,,
6519B229XPvAibaEXe/S2GAGS7TusK3lhO+Yub89,17,19.0,17.0,,,,,,,,,,,,,,,,,,,
651BAE3AXPvAibaEXe+VxRd54HULE4+Spvojj+RY,20,22.0,16.0,18.0,18.0,14.0,15.0,8.0,,,,,,,,,,,,,,
6520521FXPvAibaEXe+l4bzn3GsI78NCyURFX6QH,11,12.0,8.0,14.0,17.0,20.0,16.0,16.0,16.0,13.0,,,,,,,,,,,,
652648CBXPvAibaEXe/a3PM8AP2Ng8tHdXd20Co5,13,18.0,3.0,22.0,23.0,16.0,19.0,17.0,14.0,10.0,,,,,,,,,,,,
652C3E2AXPvAibaEXe951WuXHau+HxCbLHRcNzG6,7,12.0,8.0,16.0,17.0,2.0,20.0,,,,,,,,,,,,,,,
65307159XPvAibaEXe/M+/uAwVeHhF0l8PPcZeCL,20,19.0,22.0,16.0,25.0,14.0,15.0,3.0,,,,,,,,,,,,,,
65342BB9XPvAibaEXe9tRs79VypSY10my1YRf4R+,18,,,,,,,,,,,,,,,,,,,,,
6541E464XPvAibaEXe+2YLpfHiKTINADwHX5Sx2X,22,,,,,,,,,,,,,,,,,,,,,
65443EE2XPvAibaEXe9hdZEI8BSV8KXRpWlzqeal,20,22.0,20.0,,,,,,,,,,,,,,,,,,,
6544D3E2XPvAibaEXe+U7TM8g+ivYSF9wJayPKQq,18,,,,,,,,,,,,,,,,,,,,,
6555B450XPvAibaEXe+0nHjb2tGOx98nEXm3l3Rf,15,17.0,23.0,18.0,23.0,18.0,16.0,,,,,,,,,,,,,,,
655A2AB2XPvAibaEXe9YYF5FMCfolLFQGyCOSOO4,17,20.0,19.0,22.0,21.0,14.0,14.0,15.0,13.0,,,,,,,,,,,,,
655D3509XPvAibaEXe+TZKE2gC8nUp5zkp7yPfiy,13,23.0,24.0,21.0,7.0,19.0,,,,,,,,,,,,,,,,
65600C40XPvAibaEXe+1xn1m12iBvggSEXbeC/el,15,19.0,24.0,21.0,20.0,19.0,22.0,,,,,,,,,,,,,,,
6560B7AEXPvAibaEXe86je89hYftA66v36Ce8snb,22,,,,,,,,,,,,,,,,,,,,,
6561EE05XPvAibaEXe+8PTy9pH9lFzXA330/V/ZS,13,20.0,25.0,25.0,14.0,19.0,17.0,6.0,10.0,,,,,,,,,,,,,
6568212AXPvAibaEXe9mu9ZmuYOdkswG59+sWj5N,13,21.0,16.0,19.0,18.0,19.0,14.0,,,,,,,,,,,,,,,
656954CEXPvAibaEXe+98B3vqZGkWPNPSXRsKuFf,15,18.0,21.0,18.0,16.0,16.0,13.0,,,,,,,,,,,,,,,
656B48F0XPvAibaEXe+m8vTFfrG/SS/eo1UMp83h,16,19.0,,,,,,,,,,,,,,,,,,,,
65734E47XPvAibaEXe8OnqoI053GrzKFsyBMIQrP,20,14.0,20.0,22.0,23.0,24.0,22.0,10.0,10.0,,,,,,,,,,,,,
65774F58XPvAibaEXe8e/5ryJ9YpuX/hEkT6zPR/,17,22.0,26.0,22.0,16.0,16.0,15.0,10.0,,,,,,,,,,,,,,
657A1208XPvAibaEXe9FHRfjQvHQkZuUuJdQGJ6c,17,19.0,21.0,20.0,16.0,18.0,19.0,,,,,,,,,,,,,,,
657C07B4XPvAibaEXe8YVnt3/PysMMeNy+AVIAih,22,,,,,,,,,,,,,,,,,,,,,
657F855FXPvAibaEXe9kTkrXS1NJ3ie83CuOqsXv,18,21.0,22.0,16.0,15.0,,,,,,,,,,,,,,,,,
658828C3XPvAibaEXe/p8168d80TYXEAP81GepXC,17,19.0,17.0,,,,,,,,,,,,,,,,,,,
658FB4D5XPvAibaEXe/VxWgTgtHe02gf1ImYGwpE,9,,,,,,,,,,,,,,,,,,,,,
6591330AXPvAibaEXe8GdASsTPmlXgZOK2J9nbPJ,17,18.0,19.0,23.0,17.0,18.0,24.0,14.0,10.0,7.0,18.0,,,,,,,,,,,
65919BBCXPvAibaEXe/7NEQj7YafNLMbAAcTwPBi,18,21.0,19.0,17.0,17.0,16.0,20.0,,,,,,,,,,,,,,,
659B6CA1XPvAibaEXe/31hnRTOuccg07vjWIeKoF,15,19.0,22.0,15.0,,,,,,,,,,,,,,,,,,
65A8CE1EXPvAibaEXe+tg0ae8qw/gqDz/d+/K6ii,13,23.0,21.0,17.0,15.0,4.0,,,,,,,,,,,,,,,,
65AA7318XPvAibaEXe+y9Z7iOH0a5A7wsQRDI/rO,20,24.0,16.0,18.0,24.0,,,,,,,,,,,,,,,,,
65AAAFA0XPvAibaEXe9TCu1KOAAoOTySpbuusDBG,14,,,,,,,,,,,,,,,,,,,,,
65ABA18AXPvAibaEXe/z5aJhM6NCTntAoHQL+ycX,14,23.0,23.0,,,,,,,,,,,,,,,,,,,
65B2B735XPvAibaEXe/Yf94kvrQAIoqkb+GfJ+iy,16,18.0,18.0,,,,,,,,,,,,,,,,,,,
65BB2CF2XPvAibaEXe9Wonradwt/oZaAQR1IHQmm,15,23.0,19.0,18.0,22.0,20.0,18.0,,,,,,,,,,,,,,,
65CEF361XPvAibaEXe+cwJHZ8eVX0oJvDCkcPY+F,16,16.0,16.0,12.0,,,,,,,,,,,,,,,,,,
65D4F277XPvAibaEXe9vsqiPWJvEGiyDPK/1jpEZ,18,,,,,,,,,,,,,,,,,,,,,
65D8CE6CXPvAibaEXe+7lZeRkZH8FU6hrfaPFlHX,14,14.0,14.0,17.0,18.0,,,,,,,,,,,,,,,,,
65DB3F05XPvAibaEXe/xGSYcIp0f7Fe1DRyXYqxf,16,20.0,4.0,23.0,18.0,13.0,,,,,,,,,,,,,,,,
65DC27EFXPvAibaEXe8w1z3B0Nfbk7WyOEi2i6T0,20,20.0,20.0,17.0,17.0,,,,,,,,,,,,,,,,,
65EA47BDXPvAibaEXe9tSnfLfDeWauDWnz2LEDq1,13,21.0,25.0,20.0,18.0,19.0,24.0,24.0,14.0,,,,,,,,,,,,,
65EE524DXPvAibaEXe/acEOI5E1mark2vdzXFTiz,19,17.0,21.0,5.0,,,,,,,,,,,,,,,,,,
65F484B6XPvAibaEXe/3wuT/psvviciTyE0+Jfq5,15,19.0,4.0,19.0,21.0,4.0,15.0,18.0,23.0,15.0,20.0,16.0,20.0,,,,,,,,,
65FDEF74XPvAibaEXe+tg0ae8qw/gghq0yx/iAFL,13,21.0,23.0,22.0,4.0,24.0,14.0,16.0,10.0,,,,,,,,,,,,,
6600D081XPvAibaEXe++6Ju+6+XUg9bPz9ASoeH4,15,19.0,17.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,
660CB26BXPvAibaEXe/TXaccBrry5Ai9/hQyDb3R,16,,,,,,,,,,,,,,,,,,,,,
660D512BXPvAibaEXe+sRe0ac318A7SvjWgGG7tS,20,24.0,24.0,19.0,24.0,22.0,3.0,20.0,8.0,17.0,,,,,,,,,,,,
6613805DXPvAibaEXe8p7+QBLh7hjrlyEt63H1S8,20,21.0,21.0,23.0,20.0,20.0,,,,,,,,,,,,,,,,
66165AF7XPvAibaEXe9drMWeKYE4jMmp1ahbPYlY,19,21.0,20.0,16.0,20.0,19.0,16.0,,,,,,,,,,,,,,,
6617FE75XPvAibaEXe9H934gSfpwpBal4SqBmomK,16,19.0,21.0,,,,,,,,,,,,,,,,,,,
661825D8XPvAibaEXe9E3DsowCq00s3FsHJBxeOF,22,,,,,,,,,,,,,,,,,,,,,
661BF193XPvAibaEXe9x7lqCI2CnP9fX5qRQ5RWz,16,16.0,20.0,12.0,,,,,,,,,,,,,,,,,,
662133B2XPvAibaEXe+8PTy9pH9lF41C4eubL/A9,13,17.0,23.0,25.0,20.0,16.0,4.0,19.0,14.0,4.0,,,,,,,,,,,,
66301283XPvAibaEXe+ai34rvuG7eIOICA1pEiAI,17,24.0,23.0,18.0,16.0,14.0,16.0,10.0,,,,,,,,,,,,,,
663059EDXPvAibaEXe81w9eVvyp+lwee1dbVEnHw,17,21.0,22.0,19.0,19.0,16.0,18.0,18.0,,,,,,,,,,,,,,
663490A7XPvAibaEXe8Is0U1Tzjs+3IuUs5+lduM,7,14.0,8.0,18.0,,,,,,,,,,,,,,,,,,
6634DF1DXPvAibaEXe9sM5Z76Wtjc++MOviriZmj,20,20.0,18.0,,,,,,,,,,,,,,,,,,,
66389E7FXPvAibaEXe9jjgNhrmbJFLqZAjn7gWVB,22,15.0,3.0,24.0,21.0,16.0,23.0,17.0,15.0,20.0,2.0,,,,,,,,,,,
663B64B4XPvAibaEXe/lMOwHQdw54H/LHyiRUEsj,22,,,,,,,,,,,,,,,,,,,,,
663C6377XPvAibaEXe+s9Ax3cH11afONybIC68RH,20,20.0,22.0,22.0,20.0,17.0,4.0,,,,,,,,,,,,,,,
6640F43CXPvAibaEXe+72vl6t/d8GdibOPd9wvKm,19,23.0,16.0,25.0,20.0,20.0,22.0,5.0,,,,,,,,,,,,,,
6645B745XPvAibaEXe8XLyAGr26H4wa06/AGvr4/,17,18.0,,,,,,,,,,,,,,,,,,,,
664B1812XPvAibaEXe+5IWWYgAKfUhko115/cuQt,12,20.0,18.0,14.0,0.0,,,,,,,,,,,,,,,,,
664FA41EXPvAibaEXe/ZbeP+H+OlzjHYhxAMHJSc,16,21.0,20.0,20.0,23.0,11.0,10.0,,,,,,,,,,,,,,,
665668C6XPvAibaEXe8gKCXg4S8TIE8dvUL9Ed49,20,21.0,19.0,,,,,,,,,,,,,,,,,,,
6656DC6AXPvAibaEXe92ERxxrRb8Di19snZkOXfZ,7,12.0,8.0,18.0,,,,,,,,,,,,,,,,,,
6659AE01XPvAibaEXe8IsBka/KfNv2yloSfP/yOE,15,19.0,0.0,20.0,12.0,24.0,19.0,4.0,24.0,,,,,,,,,,,,,
665A2624XPvAibaEXe8eWl5Nr7OWQoRHFBDwyDEs,17,24.0,18.0,18.0,21.0,19.0,3.0,15.0,13.0,,,,,,,,,,,,,
665F0D69XPvAibaEXe8ZCBSJNuktiIGeJSAEJGQy,17,18.0,21.0,13.0,21.0,15.0,22.0,19.0,4.0,,,,,,,,,,,,,
6664B12BXPvAibaEXe+0HSIVMzJ1BuNGq6kOGg31,18,,,,,,,,,,,,,,,,,,,,,
6668D44AXPvAibaEXe99GOtI/HwJhanR/t567SdC,22,19.0,9.0,30.0,26.0,4.0,20.0,20.0,26.0,14.0,,,,,,,,,,,,
6669A7A3XPvAibaEXe92ERxxrRb8DqDgRX2QNpMg,20,22.0,21.0,,,,,,,,,,,,,,,,,,,
6677E963XPvAibaEXe+TNSfG6uJKInPX1MuZEGod,18,23.0,23.0,,,,,,,,,,,,,,,,,,,
