mssv,lopsh,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,drl_hk11,drl_hk12,drl_hk13,drl_hk14
A179CC08XPvAibaEXe+0Dwp+QXLoYk8AcIQdzBzV,PMCL2017,80,75,76,74,75,77,72,79,58,58,,,,
A17C4403XPvAibaEXe8+Y7C9z9gIQ3G/d5IOEicF,HTTT2019,100,100,100,100,100,100,100,,,,,,,
A17F7B7DXPvAibaEXe9FFUmptzpoiiHmzqOVwQAW,KTMT04,55,55,78,81,94,78,,,,,,,,
A184B613XPvAibaEXe/Fv9q7dZquWSmRqujoBF38,CTTT2018,80,66,53,,,,,,,,,,,
A1854288XPvAibaEXe/ySB38mc1TIZP/WnVDKkYn,KHMT2021,95,100,100,,,,,,,,,,,
A1864837XPvAibaEXe9r7HFHeYfyEGSvUIqe0GQF,ATTN2020,86,100,100,100,89,,,,,,,,,
A191369AXPvAibaEXe+Xr9qo1GFY4LOAn3oCN/in,,77,76,76,88,81,36,51,54,30,55,50,,,
A191B068XPvAibaEXe9MSDlNDFbYdoCiNVMOPF2D,KTMT2014,81,86,93,86,75,80,80,70,,,,,,
A19477CCXPvAibaEXe9DbnTSd1n0lllHY5Yih55m,KHDL2020,90,100,100,88,100,,,,,,,,,
A19AAA06XPvAibaEXe/5DpC15pEkHeGIviyCNjEf,PMCL2017,78,75,80,80,79,70,71,64,81,74,58,,,
A19B131FXPvAibaEXe9rfoNrj7xdYEdkq+LNlUdI,CNNB2022,82,,,,,,,,,,,,,
A1A23E16XPvAibaEXe+9uXUaDIzyiBkfeI+j57p5,ATTT2017,76,75,81,95,74,86,100,100,91,86,,,,
A1B6FE81XPvAibaEXe8UkZVD+5XbrHHu+9+n8Cn4,KHMT2019,100,93,92,77,70,77,72,,,,,,,
A1BE3E99XPvAibaEXe/Lh6v1XxTKJbwWcn952SwN,,80,66,71,86,84,58,74,66,63,55,,,,
A1BE7822XPvAibaEXe/4RNlQlT5CuWj/ry4P6/L7,MMTT2022,92,,,,,,,,,,,,,
A1C1B0BDXPvAibaEXe+xD4bBZLKlbvu6Xz3BwMqB,KHCL2020,87,79,92,70,66,,,,,,,,,
A1C2794FXPvAibaEXe/HQN1XeSL1BLvkOiDIGFdf,HTTT2016,59,60,76,70,65,60,58,,,,,,,
A1C62ED1XPvAibaEXe9wgACCA7SCWeQ/xWMCzmBG,CNTT2018,95,95,100,100,90,96,100,97,100,,,,,
A1CC32BDXPvAibaEXe/Nok7qdNjJRpfulMGprmx0,MMTT2014,64,66,77,75,68,67,46,38,50,70,,,,
A1CFF56BXPvAibaEXe/n+I5VgvrL44jHahAXzJ5I,KHDL2020,100,100,100,100,100,,,,,,,,,
A1D12A14XPvAibaEXe/EbCJQv4uheBzrEAuuc+9B,PMCL2019,90,100,86,90,100,94,74,,,,,,,
A1D16B97XPvAibaEXe+crvS+hcxbJjbGNTxdGHwC,KTMT04,60,60,73,70,100,83,,,,,,,,
A1D37B7BXPvAibaEXe/W1ZBpbjj8QYBYJns0v75f,MMTT2019,95,100,100,100,100,100,100,,,,,,,
A1DC93D3XPvAibaEXe+trmCqFzXmqCheGMYBxTrb,KTPM2022,80,,,,,,,,,,,,,
A1E1D102XPvAibaEXe95t7IdlkoVf/51hHXuCrwb,MMTT2016,69,75,80,90,76,80,96,99,73,,,,,
A1E291C1XPvAibaEXe8XU1E8XgQL2CD2romV//Qd,ATCL2017,85,75,76,90,99,86,100,100,91,89,,,,
A1E4A8C7XPvAibaEXe9vkU85S6aTxbB2EM6uxjMJ,KTMT03,71,,,,,,,,,,,,,
A1E98B94XPvAibaEXe+RqHaLhmxvpf9JlEVnPz6v,MMT04,70,70,87,86,90,89,,,,,,,,
A1E9AAF5XPvAibaEXe/UXxbMptU3XdlJwnk1ZzFb,,71,59,50,41,57,31,59,41,44,,,,,
A1EC8E25XPvAibaEXe+h1r+uCFoIjzFL5t8o5ri2,MMTT2020,95,100,100,100,100,,,,,,,,,
A1F128D5XPvAibaEXe//ryZsX01R9jbS3NNrTBLo,,62,,,,,,,,,,,,,
A1F1A0EBXPvAibaEXe9Vh8FJ4R+4oQmcC3pUVfWh,HTTT2019,92,77,55,,,,,,,,,,,
A1F6495AXPvAibaEXe9W7fV/x7qyQD/09DyAgQ2q,CNTT2016,66,73,80,75,91,85,100,100,78,58,58,58,,
A1F7B5DAXPvAibaEXe8HttSSNPsv4b7yGp5Tbiaq,KTPM2022,88,,,,,,,,,,,,,
A1FD63B1XPvAibaEXe8s1xx8DWM0qunOL2/GjkW1,,83,65,45,69,65,74,70,71,68,,,,,
A2077651XPvAibaEXe/8lY5fYNExVQ8aWBm0QG3Y,KTPM2022,100,,,,,,,,,,,,,
A2088CC2XPvAibaEXe8CJ7wHm5Ak3qIsTGuNja92,CNNB2022,91,,,,,,,,,,,,,
A20C1955XPvAibaEXe+6rwvJJbhb/NN3+ZRsa8Mg,,84,71,72,78,97,71,82,64,30,40,,,,
A20D518EXPvAibaEXe+aisLvWjFIoUiHA7hBqQhl,KTPM2022,88,,,,,,,,,,,,,
A20E11C0XPvAibaEXe9sM5Z76Wtjc7uC57NsVblt,CNTT2021,100,95,100,,,,,,,,,,,
A20F7E4AXPvAibaEXe9JdUmjPcaT8iHevy7upJJ3,,94,87,94,75,77,82,84,83,,,,,,
A217F8AFXPvAibaEXe9P8bN3LcyQlnfeDab3pn4Y,MTIO2020,86,100,100,100,91,,,,,,,,,
A2233613XPvAibaEXe+/EkvXK98KbS5Ipe6z9qPE,,97,98,100,92,100,86,77,77,,,,,,
A224FE8EXPvAibaEXe+xD4bBZLKlbpMci/nBwUIS,MMCL2020,90,90,96,87,91,,,,,,,,,
A22C0FFFXPvAibaEXe+uWNYQT31BjkD4OyQeDthq,HTTT05,0,76,76,100,100,100,91,100,100,,,,,
A23419A2XPvAibaEXe8o0Tnwwz3u39GesYMEV1rd,TMĐT2016,72,73,79,80,80,80,88,66,,,,,,
A2352072XPvAibaEXe+Xbs+mKMRabT2j1xBeE7sX,ATCL2018,81,80,100,100,100,100,,,,,,,,
A2367341XPvAibaEXe92CdOgj+Qa/Tg3EV7CxWaE,PMCL2016,60,52,85,80,89,85,88,75,58,,,,,
A23843E3XPvAibaEXe+UswxXBNJT7EPxdPMqwSFp,KHDL2022,87,,,,,,,,,,,,,
A23ABFE3XPvAibaEXe93ddWvVW3S5XtZ+m8p7Ymm,,74,59,66,70,63,63,73,61,,,,,,
A23C1291XPvAibaEXe+/EkvXK98Kbb+VMYyY03py,,100,98,93,97,77,24,,,,,,,,
A23CA93EXPvAibaEXe+m4TIigwhBB0yIkJIT7OK8,MMTT2017,55,78,83,73,66,76,78,73,66,,,,,
A23DA9F1XPvAibaEXe9+m/oQf3Tjz85PFXWNpZkh,PMCL2017,64,75,80,80,81,77,79,79,66,76,73,,,
A23F32D0XPvAibaEXe+NqszRBbPDt0L1LCiqtCDU,CTTT2017,85,90,,,,,,,,,,,,
A241B997XPvAibaEXe/mDljlbns7jXY14SxuNGfI,TMCL2019,90,100,100,91,100,100,100,,,,,,,
A24618FBXPvAibaEXe9NdAclo3+sVw815C7AJNyk,KTMT2015,100,83,74,75,81,80,80,90,92,,,,,
A24B2C27XPvAibaEXe/1obfbwrsd56035i2mhdxT,HTTT2014,86,97,98,95,84,93,90,85,78,,,,,
A250291BXPvAibaEXe8OoVdFXTFXCqr/Q8e7SgrS,KTMT2022,74,,,,,,,,,,,,,
A250E6A4XPvAibaEXe+T+pdYLenbrtvSIsNnchc4,HTTT2017,80,90,76,85,80,89,81,100,100,85,78,,,
A255E79DXPvAibaEXe+G5FNfrb+x0evL1uSD4gw5,MMT04,85,85,90,72,85,64,,,,,,,,
A259F1D8XPvAibaEXe+LbmSTUWVMuNAoY/EQV9z/,ANTN2016,66,65,76,90,76,70,63,61,53,58,50,50,,
A260B855XPvAibaEXe8OnqoI053Gr5YCxnGAD5So,ATTN2017,85,95,95,95,93,100,100,100,91,66,58,,,
A262DAC5XPvAibaEXe+8uFpIdo6hoO0tsNJdpweS,HTTT04,0,0,72,72,47,47,63,57,,,,,,
A2664A9EXPvAibaEXe8itQbQy1iLGiNBbyz2RV/v,,66,,,,,,,,,,,,,
A267AF9BXPvAibaEXe/4bSD/sFWUz5puCpWZPYli,MTCL2020,87,82,73,71,66,,,,,,,,,
A267BA0CXPvAibaEXe/PrIR+BvN04X7OPX8a9D/Z,TMĐT2019,90,86,85,89,93,83,85,,,,,,,
A2698E63XPvAibaEXe+D5C9Re7EGLdYoD7VxJkyw,HTCL2016,65,73,76,75,86,75,73,73,70,,,,,
A271DE46XPvAibaEXe+NwINRwPE8qto3lijtD4PG,CNTT2021,96,80,78,,,,,,,,,,,
A2767E26XPvAibaEXe9PDEhlfOA/z9KbptDP2BwL,CNTT2015,73,65,66,76,80,75,76,75,,,,,,
A2782B6CXPvAibaEXe8XtTI6VHhlKG6cn72fFy2g,MMCL2018,81,59,50,59,66,53,56,50,,,,,,
A27E19D0XPvAibaEXe8AMmr3Xq9FJ45GUBywxUMu,KHMT2015,91,78,73,78,80,80,86,90,90,,,,,
A27E2507XPvAibaEXe+yU1j0ocViqQmevvgfIZi+,,60,73,56,61,,,,,,,,,,
A28D2C72XPvAibaEXe/A9ztpERERkJdR3AXBXOZz,KHTN2019,100,100,100,100,100,90,100,,,,,,,
A28DB88EXPvAibaEXe9EcAvDToJKQtbIn9SJ561o,HTTT03,59,,,,,,,,,,,,,
A2920BA6XPvAibaEXe84llK1LWf4W1swTQHZcpxF,KHMT04,55,55,80,46,71,37,,,,,,,,
A29A78C3XPvAibaEXe80F7xvyMuvyE5svtYiVky8,CNTT2019,87,100,89,90,100,83,81,,,,,,,
A2A42B7BXPvAibaEXe8VTfh7IMCjr4zXSOuvcM9y,CNTT2020,90,100,79,84,79,,,,,,,,,
A2A4DF95XPvAibaEXe9a+MIf1w/TZqt0hmmw0e2u,,43,,,,,,,,,,,,,
A2A63531XPvAibaEXe+whDYzxQ4teU8mfp7uCF0j,CNCL2021,100,100,88,,,,,,,,,,,
A2A984F7XPvAibaEXe9X5bpEKoa0mp7uV1IrtAed,,64,72,84,66,85,66,64,63,76,70,,,,
A2AA99C9XPvAibaEXe8pr9LKErUcFVLtFPChX+OV,MTCL2015,90,73,64,75,81,80,80,89,77,50,58,,,
A2AAB390XPvAibaEXe8BxOZlGHrYNwuNJvxpRkul,HTTT2015,78,37,56,66,80,90,80,75,55,50,,,,
A2AF4496XPvAibaEXe+NJiMjcH3vhKXi3lwL0xLi,KTPM2014,66,64,89,72,67,68,80,74,65,75,,,,
A2AF5315XPvAibaEXe8rV0TGO4M10AzjpI5sux7K,MMTT2022,89,,,,,,,,,,,,,
A2B35E83XPvAibaEXe+VCRplyKuLbXgraCvCst68,HTTT04,50,50,77,72,85,67,,,,,,,,
A2B50741XPvAibaEXe92T150Nt0xZppKIGJy5IXf,KHCL2018,85,85,86,83,96,86,,,,,,,,
A2B580C2XPvAibaEXe8yPFclSS+31k0uJ0vIFOSp,KHCL2021,93,83,93,,,,,,,,,,,
A2BA6257XPvAibaEXe9am9qwJiGf+PGyJDMWa4db,KTMT2022,78,,,,,,,,,,,,,
A2BB13BAXPvAibaEXe+fVcdDb6HkTWW6DrdvZOu/,,65,68,44,,,,,,,,,,,
A2C036F1XPvAibaEXe9r7HFHeYfyEN+HVpwYvQ4R,MTCL2020,78,72,85,87,88,,,,,,,,,
A2C65D55XPvAibaEXe/1BFBpmLOYbwTVQiTleQXf,MMT04,95,95,100,65,66,44,,,,,,,,
A2CD283BXPvAibaEXe8AEUw13Ud6Kl2/Ifi0mKvF,CNTT2014,67,67,84,60,58,41,69,68,65,65,50,50,,
A2CE0ED3XPvAibaEXe/7sxkigC7f54ExmsxGxStu,,83,77,78,79,86,68,70,66,73,,,,,
A2D1D267XPvAibaEXe82B8VnNvUD6NlLvd8YOPZp,ATTT2018,100,100,100,100,100,100,100,100,,,,,,
A2D24486XPvAibaEXe+gQgGL+GU/qBP6EjCn136W,TMĐT2021,96,100,100,,,,,,,,,,,
A2D3082EXPvAibaEXe+rNPAzQP/2T8RyzdjhxE85,PMCL2020,100,86,100,100,95,,,,,,,,,
A2DB45E4XPvAibaEXe8x8S8Fn/vYplH74RImKw6s,CTTT2014,72,68,23,66,60,69,76,75,68,80,50,50,,
A2DF145CXPvAibaEXe8P4L0OhtIpH9RHaOx0BWxV,TMĐT2018,83,78,90,79,88,96,,,,,,,,
A2EFC7D9XPvAibaEXe/N02KREq/099L85LeR4Ptg,,65,,,,,,,,,,,,,
A2FE1EF8XPvAibaEXe+7yjglV2dMpx1YH9n5GoAH,HTTT2017,75,90,89,80,75,66,77,71,72,69,69,,,
A3027C6AXPvAibaEXe8xKXtBIk/mlsxi3YKD7LHv,HTTT05,0,64,64,78,78,85,85,93,85,,,,,
A30325DEXPvAibaEXe8SV6DkEhdE6UL3RdXPRx+n,CNT22013,50,,,,,,,,,,,,,
A30BDDF5XPvAibaEXe+h2uIGuNOb5MjIbG9bvAv8,TMCL2021,93,91,88,,,,,,,,,,,
A310C6DCXPvAibaEXe/IQnjJr55yYUYWCopS2Dq/,PMCL2019,100,100,100,89,100,88,93,,,,,,,
A3126134XPvAibaEXe8jwcgah0IjmiO59OWrX7rw,MMCL2018,80,70,65,,,,,,,,,,,
A314BFA8XPvAibaEXe8T1DiYsmlfsUbnv077jJ9h,ANTT2014,73,86,87,69,69,78,80,75,65,,,,,
A3184FEAXPvAibaEXe+M4a1ElYIFeNC247oPq+ww,KHMT2022,90,,,,,,,,,,,,,
A31A8A07XPvAibaEXe9Zv8S4ZK2HxkFRGLe+OJef,CNPM04,50,50,66,60,71,82,,,,,,,,
A31BDC0AXPvAibaEXe/Dy4K4yiQpOP0/iCEjMzqM,,94,77,67,72,43,59,42,20,31,,,,,
A31E77D3XPvAibaEXe+RcXBCh0sWXq49fL06W4dG,HTTT2021,95,100,100,,,,,,,,,,,
A31F7955XPvAibaEXe9pP8dZzsptNh3OsOH3uw09,KHMT2021,100,100,100,,,,,,,,,,,
A3235CC9XPvAibaEXe+HozZBb+7rZ9E4VkD2cGL9,MMCL2018,84,74,81,86,86,91,100,100,63,,,,,
A323C7F8XPvAibaEXe/rR9uJzGOYErmJaPMhFISQ,MMTT2016,74,79,85,95,95,95,100,100,85,58,58,,,
A324FFF5XPvAibaEXe/GEP39G15BdTMUzs3saN4K,HTCL2017,85,88,85,85,96,84,66,66,,,,,,
A32A5568XPvAibaEXe/jZh6ZxmAv+rOAQDJVtVAi,KTPM2018,85,95,100,100,100,100,100,97,,,,,,
A32C3933XPvAibaEXe/5DpC15pEkHfkVgqjVq1jx,TMĐT2017,90,90,90,90,84,99,91,72,66,,,,,
A32EFA8EXPvAibaEXe/ceziXFRXnLR7U3YmgWB2n,MMTT2017,50,63,68,63,58,,,,,,,,,
A330757EXPvAibaEXe9n6M+kQhqu8gO1FzoyH/Rl,MTCL2016,56,53,85,80,80,85,88,74,73,63,,,,
A3355797XPvAibaEXe+UuZ4QW1XoS4q88cMAo4Cs,HTCL2014,82,73,75,63,48,70,79,80,68,75,50,,,
A3382742XPvAibaEXe+0+eVMEKBIVZl/wj8zr4tf,KHMT2022,95,,,,,,,,,,,,,
A33B228DXPvAibaEXe/V92w6Vxv2rwJGjWvvIlr5,ATTN2017,80,90,80,90,88,81,100,100,66,86,,,,
A33E3042XPvAibaEXe/Twrxaq444c0u0yKQAXiiA,MMTT2014,68,87,84,82,64,78,68,85,71,,,,,
A341976FXPvAibaEXe8f56j3W7C5xujpLeXeES9Q,MMCL2019,100,100,96,100,100,100,100,,,,,,,
A3432242XPvAibaEXe8dZIB3odxynvRsIZuhEiHG,KTMT2014,79,72,94,85,66,80,90,100,78,,,,,
A345B7D8XPvAibaEXe9OUQm81X+JME9ibDgXWj0r,KHMT06,52,52,7,49,25,,,,,,,,,
A3484A67XPvAibaEXe9/3rpdfvRggg/QeQ9nKRqa,PMCL2018,95,95,86,96,100,100,96,84,,,,,,
A34A5122XPvAibaEXe8SRUt3BATKgUdpn4Nf+Cwx,HTCL2016,60,51,38,,,,,,,,,,,
A34E7CA3XPvAibaEXe8wRH0DCSiXJJNc2t6xSCbz,,63,,,,,,,,,,,,,
A352570AXPvAibaEXe/SxwNRab2vgCw4X5WeDpRE,,57,79,73,67,47,72,68,55,71,65,55,65,,
A3543531XPvAibaEXe/QLz2rC0qlTGUyKTGsXgXo,KTMT2018,90,85,79,66,75,77,72,72,71,,,,,
A35EEDF1XPvAibaEXe/z9L7tMg5texi+vwcz+apa,KHMT2018,71,60,63,,,,,,,,,,,
A364128FXPvAibaEXe/oHiyGGKcxWNRR9nIaGALH,,60,,,,,,,,,,,,,
A3663D10XPvAibaEXe8cyAoRoKB5PeOQmBVk3aQf,PMCL2019,81,75,83,72,72,64,,,,,,,,
A36D09CCXPvAibaEXe81fV8vPRwD6CJt7YlYSrkA,TMĐT2019,90,100,100,100,100,100,100,,,,,,,
A36EE47AXPvAibaEXe9aO86Za47HuRmBqtbOYCCE,MMT04,75,75,0,0,40,40,,,,,,,,
A374BAE0XPvAibaEXe+gzQv7yQRYbnItwsALXLmJ,MTCL2018,80,80,70,79,72,100,100,66,50,,,,,
A3792E8DXPvAibaEXe8Ve9qXGkppSE6sDsO4ylnG,PMCL2017,80,75,80,80,88,70,79,89,66,,,,,
A37A5F7DXPvAibaEXe/Yf94kvrQAIl8JE2lLwHtN,MTCL2021,91,82,70,,,,,,,,,,,
A37F289CXPvAibaEXe8HxoLOw72ZIDi64kXSZ6Q8,KHMT2014,60,35,39,53,0,,,,,,,,,
A3879E27XPvAibaEXe96Y2OKPPTIZL+g1mhVTjMS,CNCL2021,100,100,100,,,,,,,,,,,
A3888499XPvAibaEXe/fvouekn0IRnVtVXTz2KqS,PMCL2021,100,90,100,,,,,,,,,,,
A38CB7AFXPvAibaEXe9Fg4HjUy856ZI2rMy/7FQI,KTPM2017,85,75,85,80,74,74,74,86,91,,,,,
A38CE58AXPvAibaEXe91TSm2Uq+S23dlEGpywZyD,KTPM2022,83,,,,,,,,,,,,,
A38DE837XPvAibaEXe+pfrKEojyOy57uJqYWwL8Q,HTTT2017,80,90,86,95,96,100,100,100,86,66,58,,,
A3972702XPvAibaEXe/y7Wii/iaYVh4P9ibCkKxu,KTPM2022,88,,,,,,,,,,,,,
A397B32AXPvAibaEXe81U3VuUERFwMUwiKTONOEj,KHTN2021,100,100,100,,,,,,,,,,,
A39A804CXPvAibaEXe/vOr21NN2Mdj5QrxLq+OpW,KHCL2021,95,96,96,,,,,,,,,,,
A3A19BF2XPvAibaEXe/JtbhvjebdXix8BDhNlwxF,CNCL2021,96,89,75,,,,,,,,,,,
A3A320D4XPvAibaEXe/FWKstHRRDnSGVoHs1J/ID,,93,89,91,89,100,77,75,75,55,,,,,
A3A67426XPvAibaEXe/CiA6lhXdOJB9sM7qITxg8,AEP02,0,0,0,0,57,57,65,62,,,,,,
A3A76D84XPvAibaEXe/MCL0qpDhx04mqmUihNi18,PMCL2014,93,80,73,72,64,66,75,75,65,70,72,50,53,50
A3A77666XPvAibaEXe/4WyTnp6RTwi1hkjCNtuCX,PMCL2017,90,75,90,90,82,79,86,86,91,70,58,,,
A3A994C6XPvAibaEXe+uerJTeDQlARn6gaPNAtk0,CNPM05,0,75,75,98,98,85,74,88,85,,,,,
A3A9B608XPvAibaEXe/RK0UQl+DMK87PNNoLLeKn,CNCL2020,83,78,91,77,66,,,,,,,,,
A3AA35CEXPvAibaEXe9HKUC7sboLjoVYTHh2EAU+,,76,68,73,70,95,91,80,77,78,,,,,
A3ABB4ABXPvAibaEXe/+Hp+Bm/c3QSU2WioTfBlR,KTMT2022,81,,,,,,,,,,,,,
A3ACAC51XPvAibaEXe8kOsFn8JQEzAzYlrXTUUaG,PMCL2021,100,100,100,,,,,,,,,,,
A3ACB342XPvAibaEXe83baLaXNpmvkuUMlwRryMr,HTTT06,81,81,78,89,92,82,81,74,49,,,,,
A3B16A38XPvAibaEXe+fBpTg8OXoulsFMFhUjAu/,MMTT2017,68,78,73,68,58,63,64,78,66,,,,,
A3B55E76XPvAibaEXe/7YVAxOsMwOlSm2jrgLdri,CNTT2016,56,58,76,80,76,80,83,83,,,,,,
A3B5FF12XPvAibaEXe/kVP5zrg5wIWEuXdKpaqc6,TMCL2019,90,75,73,80,85,74,66,,,,,,,
A3B799C8XPvAibaEXe9qZviAmCDqB6/hEEqT9Hab,TMĐT2020,83,100,96,81,100,,,,,,,,,
A3B86789XPvAibaEXe/kKctW1IjPXuZjZpotCtp1,KTMT2020,100,100,100,100,100,,,,,,,,,
A3BBF886XPvAibaEXe9hweWHK/GxsN0ZrmRCP4Nc,MMTT2016,14,,,,,,,,,,,,,
A3BC4C51XPvAibaEXe80O27ASDREkMNhuBgi+3md,HTTT06,50,50,67,78,53,35,82,59,46,29,54,,,
A3C2AE76XPvAibaEXe9bu/C1Uw1dDyXfSXDKuxN7,MMT03,72,,,,,,,,,,,,,
A3D44EFEXPvAibaEXe/cJxaw79CIvqjVfB/mLHY/,MMTT2017,78,63,,,,,,,,,,,,
A3DBB0C7XPvAibaEXe/qmM1rjkbZSnOx8ihP9ipz,,81,56,72,65,66,50,25,63,15,35,,,,
A3E713ABXPvAibaEXe93Rc7cR6VrXKklV//kXXLr,MMCL2020,90,84,100,92,89,,,,,,,,,
A3F3F71BXPvAibaEXe+bnYbevupsw+2fD5NtFKyx,KTPM2018,75,60,90,86,86,100,96,86,58,,,,,
A3F92E78XPvAibaEXe/HUzLtjodNT5fk0/crhWjC,KTPM2021,95,100,100,,,,,,,,,,,
A3FF110DXPvAibaEXe/wNJ74mkR7hGZQt7lofVpq,,87,71,85,79,100,85,87,71,,,,,,
A40376C2XPvAibaEXe+RQyZpP6sq6qyZ8iCypjZ0,KHDL2018,80,74,72,84,74,72,84,60,73,,,,,
A403A2B6XPvAibaEXe8cyAoRoKB5PV4vYIdhQu1s,MMTT2019,90,100,100,100,100,94,86,,,,,,,
A406E7FDXPvAibaEXe/XBbLEWRhgQYQrAzwms21C,,84,81,31,72,73,75,76,90,90,80,,,,
A40A7606XPvAibaEXe9R53Fu3buHyd+UeFckLysT,PMCL2017,75,75,73,73,70,70,70,84,66,71,71,,,
A40C1670XPvAibaEXe8HOQ2h2GyrOXE4lfVxtmBb,MMTT2022,78,,,,,,,,,,,,,
A40E4D91XPvAibaEXe+gFeZqSF+MJfazzMlZVRVK,KHMT05,0,0,0,54,54,62,74,80,66,,,,,
A413E4E8XPvAibaEXe+cv7qSCYkQegrIATzSP7U1,CTTT2016,62,54,76,75,86,80,100,96,93,58,58,58,50,
A41A9594XPvAibaEXe8tDvYuArt1hJlkSbvOifg7,MMT06,69,69,93,83,85,87,84,64,54,,,,,
A428766BXPvAibaEXe/vLuL4I6ayy6zUI87KIIWI,KHDL2020,86,95,96,75,74,,,,,,,,,
A428EC11XPvAibaEXe8QSVVyFBgPnzSBGk50UWj7,KHCL2018,100,100,100,100,100,100,100,,,,,,,
A4348F98XPvAibaEXe87cFnqlCoR2cyss3UugRuh,KTMT2018,90,85,100,100,100,86,100,94,,,,,,
A4351825XPvAibaEXe+yoVqlRbTtNoqJtAZyOwhB,CNPM05,0,81,81,76,76,85,72,72,69,,,,,
A438E310XPvAibaEXe8VekUw4ELehh5JZ8Xkd+Ce,,98,85,63,87,87,84,70,76,55,,,,,
A43A68CEXPvAibaEXe+J+IMbPBeTHMuwMq2GlKbG,CNTT2020,100,100,96,90,98,,,,,,,,,
A43A712CXPvAibaEXe9J9iOYucV9B2nwS2Vteyhp,MMT05,0,72,72,69,69,81,84,91,80,,,,,
A444743EXPvAibaEXe8XRU39qyEN1WCTNQumFE+K,KHMT05,0,71,71,72,72,89,94,100,83,,,,,
A44589ABXPvAibaEXe8+HtbGViqlCBuKZfcv1WkC,,52,,,,,,,,,,,,,
A445ECF9XPvAibaEXe+Xbs+mKMRabbMHL+G5IjWQ,KTMT2018,80,75,76,89,72,90,100,100,,,,,,
A448176CXPvAibaEXe/eCkq6I30ZSjMojns0bjKw,CNTT2015,60,57,66,80,80,75,76,75,,,,,,
A44A87AAXPvAibaEXe9e5yvZyP+Pzt2R+PUb3VcY,KHMT2020,78,80,76,66,98,,,,,,,,,
A44AE233XPvAibaEXe+Kq/D5TJTXc6Gfmr0aL+kA,CNTT2021,100,90,100,,,,,,,,,,,
A44EC0B3XPvAibaEXe/G/w5FCTLJSYJyZxwZO32b,CNPM04,50,50,61,51,59,40,,,,,,,,
A45D42C6XPvAibaEXe+4OTPvnL5gP8hT5C9IrliS,HTCL2018,80,80,69,53,63,,,,,,,,,
A45E25CBXPvAibaEXe91UcttbrYag9XGEb6iYQdc,KTPM2018,83,73,90,81,64,73,68,56,58,,,,,
A45EED25XPvAibaEXe/wWe3ZVgvEJuI5OZWQq4R+,HTTT06,95,95,89,94,93,76,73,74,,,,,,
A462CE6EXPvAibaEXe/JuPZjc4APQlVNxRbqRVxh,,71,51,44,16,61,54,62,68,,,,,,
A46354C0XPvAibaEXe/9rEkX+IfKjmz6yR9A3hTM,ATTT2022,88,,,,,,,,,,,,,
A4650D49XPvAibaEXe/1dZRxYPjNELmftMTsy5kl,ATTN2021,100,100,100,,,,,,,,,,,
A465B59BXPvAibaEXe99GOtI/HwJhTcVZiHi+eIc,,76,70,86,79,93,79,68,78,55,,,,,
A468B48BXPvAibaEXe/cg9419ghLExA8xNMFSTp6,MMTT2014,64,65,78,73,60,69,85,70,65,70,60,,,
A46D9D20XPvAibaEXe9EzMCXNvdwUJqjOqjYyQ7K,CNNB2022,95,,,,,,,,,,,,,
A46F825AXPvAibaEXe8obZrDicJ9sqRMGpVn/WRe,KHDL2021,81,100,93,,,,,,,,,,,
A473AB9BXPvAibaEXe8H/9g+IEZq4UlN/dAiyg/r,MMTT2022,88,,,,,,,,,,,,,
A475A43CXPvAibaEXe9ajZoptpw4tdAUVze0De+y,CNTT2014,77,75,65,64,30,28,48,70,50,50,,,,
A479732CXPvAibaEXe+iM+1kwvQGhCfwqSY6r3AD,KTMT2021,88,100,,,,,,,,,,,,
A482790AXPvAibaEXe8UWL4wZcfaW3D6jjMWM2ho,KHMT04,55,55,90,66,77,67,,,,,,,,
A487802CXPvAibaEXe9PaZSVcf3BghSRruqZgqqy,ATCL2019,90,100,100,100,100,100,76,,,,,,,
A48CEF76XPvAibaEXe8wl5rWhCk+TiLoWMCNlivG,MMT04,65,65,0,51,84,74,,,,,,,,
A491D5D3XPvAibaEXe/jJhiAqnJBiryfTp/jSA+D,ATCL2021,91,71,90,,,,,,,,,,,
A4991745XPvAibaEXe8NShKJ2y7VArlBYm4n/0gt,MMTT2019,100,100,99,99,100,100,96,,,,,,,
A499E83BXPvAibaEXe/xn91tBWVNDdg7Mh7z1gRF,HTTT2018,80,100,99,100,100,100,100,97,,,,,,
A49A5CCAXPvAibaEXe8m7ybKj0ITr7j6HzeM00s1,MTCL2020,100,96,100,65,48,,,,,,,,,
A49E0D60XPvAibaEXe+B4ljoCmCsunFl+d8MeC4s,TMĐT2021,89,76,66,,,,,,,,,,,
A4A0CFA0XPvAibaEXe8UkZVD+5XbrEoByUk6dDly,ATCL2019,75,58,72,79,100,75,56,,,,,,,
A4A4F3D1XPvAibaEXe+nMqNhjtt9YzdVqQ5zcd9d,KTMT05,0,67,67,99,99,93,92,94,81,,,,,
A4ACFF9CXPvAibaEXe/24bqNYPB5SobmNed7nrvJ,KHCL2021,100,100,100,,,,,,,,,,,
A4B49526XPvAibaEXe9gPSUylTm3ETaYqjE6gC2l,TMĐT2018,95,100,100,100,100,100,100,99,,,,,,
